fir_number,date_reported,year,city,state,primary_crime_type,description,ipc_section,location_type,beat_zone,victim_age,victim_gender,arrest_made,case_status,severity,latitude,longitude,law_type,ipc_final,hour,day_of_week,age_group
DEL-2020-8611,2020-06-18 00:00:00,2020,Delhi,Delhi,THEFT,mobile theft,IPC 378,bank,6,5,male,True,charge sheeted,low,28.82705700030134,76.96383335384367,IPC,IPC 378,0,Thursday,Under 18
1692/2021,2021-12-24 10:02:00,2021,Pune,Maharashtra,BURGLARY,house breaking,IPC 457,bank,1,61,female,False,closed,medium,18.489802947198573,73.87199081504623,IPC,IPC 457,10,Friday,51-65
FIR14742023,2023-08-24 20:55:00,2023,Bangalore,Karnataka,THEFT,shoplifting,ipc 378,atm,12,57,unknown,True,convicted,low,12.82970343389134,77.74395051441012,IPC,IPC 378,20,Thursday,51-65
fir/del/2021/7603,2021-11-13 00:00:00,2021,Delhi,Delhi,RIOTING,communal riot,147 IPC,residence,15,15,female,False,charge sheeted,medium,28.758254674555577,76.96923857706638,IPC,IPC 147,0,Saturday,Under 18
FIR72192018,2018-10-05 00:00:00,2018,Kochi,Kerala,ASSAULT,simple assault,ipc 351,school,8,62,female,True,under investigation,medium,9.848788087878644,76.19186216421473,IPC,IPC 351,0,Friday,51-65
FIR/BAN/2018/6145,2018-06-14 13:02:00,2018,Bangalore,Karnataka,DACOITY,gang robbery,Sec 395,street,19,38,unknown,True,charge sheeted,high,13.04290141348047,77.5676997100512,IPC,IPC 395,13,Thursday,36-50
fir/kol/2020/5168,2020-11-01 03:12:00,2020,Kolkata,West Bengal,RAPE/SEXUAL ASSAULT,rape,IPC 376,residence,19,64,unknown,True,charge sheeted,high,22.6681131468909,88.38375727831787,IPC,IPC 376,3,Sunday,51-65
5382/2019,2019-01-01 00:00:00,2019,Nagpur,Maharashtra,THEFT,shoplifting,378 IPC,office,31,40,female,False,pending trial,low,21.182110398933588,78.98762824217,IPC,IPC 378,0,Tuesday,36-50
4272/2018,2018-05-03 18:45:00,2018,Nagpur,Maharashtra,ROBBERY,armed robbery,ipc 392,school,28,14,unknown,False,under investigation,high,21.13381675744926,79.0458947490643,IPC,IPC 392,18,Thursday,Under 18
FIR65342020,2020-01-01 00:00:00,2020,Mumbai,Maharashtra,THEFT,chain snatching,Sec 378,market,42,60,male,False,acquitted,low,18.986477983519915,72.79520915771295,IPC,IPC 378,0,Wednesday,51-65
FIR68742017,2017-04-04 08:11:00,2017,Chennai,Tamil Nadu,DRUG OFFENSE,trafficking,NDPS Act,school,38,37,male,True,under investigation,low,13.104025619780742,80.3286637757345,NDPS,NDPS,8,Tuesday,36-50
fir/sur/2015/4088,2015-08-19 02:34:00,2015,Surat,Gujarat,THEFT,mobile theft,Sec 378,bank,49,72,female,False,pending trial,low,21.145895847209182,72.76324264449188,IPC,IPC 378,2,Wednesday,65+
FIR91792023,2023-04-28 00:00:00,2023,Patna,Bihar,ASSAULT,simple assault,351 IPC,residence,34,11,male,False,pending trial,medium,25.500017067843185,85.0921848223489,IPC,IPC 351,0,Friday,Under 18
fir/del/2019/1513,2019-06-30 21:53:00,2019,Delhi,Delhi,THEFT,shoplifting,IPC-378,unknown,2,42,female,False,closed,low,28.77161885318786,77.1943620242836,IPC,IPC 378,21,Sunday,36-50
KAN-2023-4996,2023-03-22 22:13:00,2023,Kanpur,Uttar Pradesh,THEFT,mobile theft,378,street,34,58,unknown,False,convicted,low,26.453411982044045,80.21522689548455,IPC,IPC 378,22,Wednesday,51-65
fir/jai/2017/9478,2017-01-01 00:00:00,2017,Jaipur,Rajasthan,ATTEMPT TO MURDER,shooting,ipc 307,unknown,27,40,male,False,charge sheeted,high,26.81701341742376,75.73305622100794,IPC,IPC 307,0,Sunday,36-50
fir/mum/2017/1198,2017-01-01 00:00:00,2017,Mumbai,Maharashtra,THEFT,shoplifting,IPC 378,school,26,13,male,False,under investigation,low,19.138142592341698,72.90181692381063,IPC,IPC 378,0,Sunday,Under 18
MUM-2017-6196,2017-10-23 17:39:00,2017,Mumbai,Maharashtra,ROBBERY,armed robbery,IPC-392,office,12,63,female,False,acquitted,high,18.93810574629667,72.78633298662294,IPC,IPC 392,17,Monday,51-65
8352/2016,2016-10-25 02:26:00,2016,Pune,Maharashtra,DRUG OFFENSE,peddling,Sec 20 NDPS,atm,41,67,male,False,charge sheeted,low,18.63985277112424,73.83993389898734,NDPS,NDPS 20,2,Tuesday,65+
FIR/KOL/2023/8625,2023-01-05 07:10:00,2023,Kolkata,West Bengal,KIDNAPPING,abduction for ransom,Sec 363,bank,9,62,female,False,under investigation,high,22.556999798243982,88.3531828595957,IPC,IPC 363,7,Thursday,51-65
fir/hyd/2020/2788,2020-05-15 05:13:00,2020,Hyderabad,Telangana,DOMESTIC VIOLENCE,physical abuse,ipc 498a,bank,18,76,male,True,charge sheeted,medium,17.282996125643393,78.6015615849512,IPC,IPC 498,5,Friday,65+
1212/2023,2023-09-21 05:40:00,2023,Jaipur,Rajasthan,VEHICLE THEFT,two wheeler,IPC 379,residence,11,20,female,True,closed,low,27.051506315983232,75.64253161938694,IPC,IPC 379,5,Thursday,18-25
fir/jai/2015/9773,2015-08-01 16:13:00,2015,Jaipur,Rajasthan,ASSAULT,road rage,ipc 351,highway,7,67,female,False,closed,medium,26.83761502078463,75.88570338266912,IPC,IPC 351,16,Saturday,65+
FIR/DEL/2016/3225,2016-07-17 01:55:00,2016,Delhi,Delhi,DRUG OFFENSE,trafficking,Sec 20 NDPS,bank,35,47,female,False,charge sheeted,low,28.74406188773093,77.02625973657474,NDPS,NDPS 20,1,Sunday,36-50
KAN-2016-3606,2016-01-01 00:00:00,2016,Kanpur,Uttar Pradesh,DOMESTIC VIOLENCE,physical abuse,498-A IPC,residence,45,11,female,False,charge sheeted,medium,26.591961033358505,80.21976728561694,IPC,IPC 498,0,Friday,Under 18
fir/mum/2021/3023,2021-10-06 03:08:00,2021,Mumbai,Maharashtra,BURGLARY,house breaking,457 IPC,street,17,51,male,False,pending trial,medium,19.087359906963155,72.96845872031167,IPC,IPC 457,3,Wednesday,51-65
fir/hyd/2023/6318,2023-01-01 00:00:00,2023,Hyderabad,Telangana,VEHICLE THEFT,two wheeler,ipc 379,street,42,35,male,False,acquitted,low,17.426312105458624,78.4531152693553,IPC,IPC 379,0,Sunday,26-35
FIR/PUN/2020/7325,2020-02-28 08:22:00,2020,Pune,Maharashtra,ROBBERY,armed robbery,IPC 392,street,25,43,female,True,acquitted,high,18.43448271554847,73.75810930169703,IPC,IPC 392,8,Friday,36-50
PUN-2023-9791,2023-07-31 06:32:00,2023,Pune,Maharashtra,RAPE/SEXUAL ASSAULT,sexual assault,IPC 376,school,5,40,unknown,False,under investigation,high,18.601874466754435,73.75196090207291,IPC,IPC 376,6,Monday,36-50
LUC-2015-6101,2015-05-08 04:39:00,2015,Lucknow,Uttar Pradesh,CYBER CRIME,hacking,it act 66,market,44,71,male,False,pending trial,low,26.981615580547544,81.0796103608241,IT,IT 66,4,Friday,65+
FIR46342018,2018-09-25 01:06:00,2018,Bangalore,Karnataka,KIDNAPPING,child kidnapping,IPC-363,unknown,43,61,male,False,pending trial,high,12.892261365596683,77.67302184737731,IPC,IPC 363,1,Tuesday,51-65
FIR57442023,2023-12-06 18:49:00,2023,Bangalore,Karnataka,DOMESTIC VIOLENCE,physical abuse,Sec 498A,atm,39,11,male,True,under investigation,medium,13.00467853532176,77.67134602622943,IPC,IPC 498,18,Wednesday,Under 18
7747/2020,2020-01-04 00:00:00,2020,Kolkata,West Bengal,RAPE/SEXUAL ASSAULT,sexual assault,IPC 376,school,36,73,female,False,closed,high,22.6470948283339,88.30902973759204,IPC,IPC 376,0,Saturday,65+
fir/mum/2019/3858,2019-08-03 10:14:00,2019,Mumbai,Maharashtra,VEHICLE THEFT,two wheeler,ipc 379,bank,11,59,female,False,charge sheeted,low,19.21077009444254,72.80119859682135,IPC,IPC 379,10,Saturday,51-65
AHM-2018-4281,2018-08-30 09:31:00,2018,Ahmedabad,Gujarat,DRUG OFFENSE,trafficking,Sec 20 NDPS,school,10,45,male,False,closed,low,23.16617195473501,72.4839304707057,NDPS,NDPS 20,9,Thursday,36-50
FIR11342017,2017-01-01 00:00:00,2017,Kanpur,Uttar Pradesh,THEFT,pickpocketing,IPC 378,school,7,49,male,False,convicted,low,26.53696819674052,80.33690885959804,IPC,IPC 378,0,Sunday,36-50
FIR79942018,2018-03-06 05:08:00,2018,Kochi,Kerala,DOMESTIC VIOLENCE,dowry harassment,498-A IPC,residence,17,54,female,False,closed,medium,10.073314290748472,76.39918023186826,IPC,IPC 498,5,Tuesday,51-65
8502/2021,2021-01-01 00:00:00,2021,Kolkata,West Bengal,BURGLARY,house breaking,457 IPC,school,33,66,unknown,False,under investigation,medium,22.70244401046458,88.4320320299325,IPC,IPC 457,0,Friday,65+
fir/hyd/2019/1998,2019-01-01 00:00:00,2019,Hyderabad,Telangana,THEFT,mobile theft,IPC-378,street,39,37,male,False,charge sheeted,low,17.29991313169274,78.49911998952619,IPC,IPC 378,0,Tuesday,36-50
FIR54942015,2015-01-01 00:00:00,2015,Chennai,Tamil Nadu,THEFT,shoplifting,378,railway station,43,5,female,False,charge sheeted,low,12.97702906062101,80.2693210496899,IPC,IPC 378,0,Thursday,Under 18
6702/2016,2016-01-01 00:00:00,2016,Lucknow,Uttar Pradesh,ROBBERY,armed robbery,IPC-392,atm,24,41,female,False,pending trial,high,26.89177476346696,80.8430544296325,IPC,IPC 392,0,Friday,36-50
9457/2018,2018-01-10 15:56:00,2018,Hyderabad,Telangana,VEHICLE THEFT,two wheeler,379 IPC,office,44,29,male,False,pending trial,low,17.530403247424015,78.39817961780511,IPC,IPC 379,15,Wednesday,26-35
FIR30992018,2018-02-14 00:00:00,2018,Bhubaneswar,Odisha,EXTORTION,online extortion,Sec 383,school,34,59,male,False,pending trial,medium,20.36144146897373,85.85994254270877,IPC,IPC 383,0,Wednesday,51-65
2422/2015,2015-01-01 00:00:00,2015,Mumbai,Maharashtra,CYBER CRIME,phishing,Sec 66 IT Act,railway station,33,63,female,False,pending trial,low,19.20355791014793,72.84211777623877,IT,IT 66,0,Thursday,51-65
8732/2019,2019-12-08 06:22:00,2019,Bangalore,Karnataka,BURGLARY,shop breaking,Sec. 457,street,37,37,male,False,acquitted,medium,13.119938105357992,77.572771732793,IPC,IPC 457,6,Sunday,36-50
fir/kan/2015/4678,2015-01-01 00:00:00,2015,Kanpur,Uttar Pradesh,DOMESTIC VIOLENCE,mental cruelty,Sec 498A,school,13,31,male,False,pending trial,medium,26.30773369820608,80.43244741666341,IPC,IPC 498,0,Thursday,26-35
9242/2016,2016-04-13 00:43:00,2016,Mumbai,Maharashtra,FRAUD/CHEATING,online fraud,IPC-420,railway station,21,23,female,False,charge sheeted,low,19.209939297063706,72.75666874676139,IPC,IPC 420,0,Wednesday,18-25
fir/del/2023/6673,2023-11-19 08:55:00,2023,Delhi,Delhi,DRUG OFFENSE,trafficking,ndps act,atm,39,11,female,False,convicted,low,28.6956188442089,77.0027168906523,NDPS,NDPS,8,Sunday,Under 18
3542/2020,2020-01-01 00:00:00,2020,Surat,Gujarat,DACOITY,gang robbery,ipc 395,bank,28,38,female,True,closed,high,21.18222295434375,72.68213869866753,IPC,IPC 395,0,Wednesday,36-50
5177/2022,2022-10-31 08:22:00,2022,Delhi,Delhi,FRAUD/CHEATING,bank fraud,420 IPC,residence,9,74,male,True,closed,low,28.710133307000536,77.02864919429176,IPC,IPC 420,8,Monday,65+
2872/2015,2015-10-27 12:23:00,2015,Pune,Maharashtra,DRUG OFFENSE,trafficking,ndps act,street,16,78,male,False,convicted,low,18.592897725054826,74.00079737007484,NDPS,NDPS,12,Tuesday,65+
fir/cha/2021/4283,2021-08-26 00:00:00,2021,Chandigarh,Punjab,ASSAULT,grievous hurt,IPC 352,railway station,25,70,male,True,convicted,medium,30.83344914286608,76.66114687842763,IPC,IPC 352,0,Thursday,65+
6532/2017,2017-07-20 03:11:00,2017,Delhi,Delhi,VEHICLE THEFT,two wheeler,379 IPC,school,41,79,male,False,charge sheeted,low,28.69375542279155,77.107944634116,IPC,IPC 379,3,Thursday,65+
FIR56142016,2016-01-01 00:00:00,2016,Bangalore,Karnataka,EXTORTION,online extortion,IPC 383,street,1,58,unknown,False,charge sheeted,medium,12.828079096334616,77.64468310547137,IPC,IPC 383,0,Friday,51-65
PAT-2018-4131,2018-08-29 00:00:00,2018,Patna,Bihar,DOMESTIC VIOLENCE,dowry harassment,IPC 498A,atm,25,42,male,False,charge sheeted,medium,25.723182131876005,85.08396514533801,IPC,IPC 498,0,Wednesday,36-50
CHE-2016-8076,2016-09-25 23:27:00,2016,Chennai,Tamil Nadu,ROBBERY,armed robbery,392 IPC,railway station,18,61,female,False,under investigation,high,13.01013440687202,80.13610549982093,IPC,IPC 392,23,Sunday,51-65
FIR/LUC/2022/6090,2022-01-30 05:31:00,2022,Lucknow,Uttar Pradesh,DOMESTIC VIOLENCE,mental cruelty,IPC 498A,highway,28,44,male,False,pending trial,medium,26.76992264971549,80.89140342574673,IPC,IPC 498,5,Sunday,36-50
FIR/JAI/2015/1585,2015-03-18 08:11:00,2015,Jaipur,Rajasthan,BURGLARY,shop breaking,457 IPC,street,42,70,female,True,under investigation,medium,27.043054874438745,75.69417915944591,IPC,IPC 457,8,Wednesday,65+
7027/2015,2015-06-28 00:00:00,2015,Delhi,Delhi,FRAUD/CHEATING,investment scam,Sec 420,highway,43,63,male,False,under investigation,low,28.70644654116807,77.00087580674037,IPC,IPC 420,0,Sunday,51-65
fir/ban/2022/9318,2022-01-01 00:00:00,2022,Bangalore,Karnataka,ASSAULT,road rage,IPC 351,bank,25,14,male,False,under investigation,medium,13.068847068236542,77.70007041906352,IPC,IPC 351,0,Saturday,Under 18
BAN-2022-7226,2022-04-22 15:28:00,2022,Bangalore,Karnataka,DOMESTIC VIOLENCE,dowry harassment,498-A IPC,street,39,35,male,False,under investigation,medium,12.827800407096266,77.69793469089535,IPC,IPC 498,15,Friday,26-35
fir/ban/2015/5533,2015-08-13 04:41:00,2015,Bangalore,Karnataka,THEFT,shoplifting,Sec 378,street,2,31,male,False,charge sheeted,low,12.925691560288636,77.64650928315113,IPC,IPC 378,4,Thursday,26-35
fir/luc/2017/5638,2017-01-01 00:00:00,2017,Lucknow,Uttar Pradesh,ASSAULT,road rage,351 IPC,office,29,49,male,False,acquitted,medium,26.71344223748504,80.91556313363887,IPC,IPC 351,0,Sunday,36-50
9827/2018,2018-10-27 00:00:00,2018,Hyderabad,Telangana,ASSAULT,simple assault,351 IPC,office,22,47,female,False,convicted,medium,17.417127644942248,78.58810835139415,IPC,IPC 351,0,Saturday,36-50
fir/bhu/2021/2638,2021-01-01 00:00:00,2021,Bhubaneswar,Odisha,RIOTING,political violence,IPC 148,office,43,59,unknown,False,charge sheeted,medium,20.35650376850036,85.82718529157371,IPC,IPC 148,0,Friday,51-65
FIR/KAN/2021/3715,2021-05-03 00:00:00,2021,Kanpur,Uttar Pradesh,KIDNAPPING,child kidnapping,Sec 363,school,6,7,female,False,charge sheeted,high,26.56416969084338,80.22364019675656,IPC,IPC 363,0,Monday,Under 18
2297/2018,2018-12-09 10:53:00,2018,Hyderabad,Telangana,MURDER,premeditated,ipc 302,residence,23,40,male,False,convicted,high,17.351536244135936,78.57505882292568,IPC,IPC 302,10,Sunday,36-50
FIR/HYD/2017/2800,2017-11-01 02:52:00,2017,Hyderabad,Telangana,DACOITY,armed dacoity,ipc 395,highway,4,52,male,False,pending trial,high,17.420868258812465,78.4279467847433,IPC,IPC 395,2,Wednesday,51-65
FIR/MUM/2017/8545,2017-12-22 03:47:00,2017,Mumbai,Maharashtra,KIDNAPPING,abduction for ransom,IPC-363,market,24,31,male,False,charge sheeted,high,19.150988683436072,72.83276108665346,IPC,IPC 363,3,Friday,26-35
FIR/NAG/2018/5505,2018-10-15 12:57:00,2018,Nagpur,Maharashtra,CYBER CRIME,hacking,Sec 66 IT Act,railway station,18,55,male,True,closed,low,21.29178100526876,78.97730029729105,IT,IT 66,12,Monday,51-65
FIR/AHM/2022/4025,2022-10-12 17:34:00,2022,Ahmedabad,Gujarat,DACOITY,armed dacoity,Sec 395,highway,7,12,female,False,charge sheeted,high,23.10428589615373,72.7012796059853,IPC,IPC 395,17,Wednesday,Under 18
FIR57992021,2021-07-10 23:26:00,2021,Bangalore,Karnataka,ASSAULT,grievous hurt,IPC 352,unknown,25,75,unknown,True,closed,medium,12.925748491845953,77.44683342553435,IPC,IPC 352,23,Saturday,65+
fir/hyd/2021/2398,2021-01-01 00:00:00,2021,Hyderabad,Telangana,THEFT,pickpocketing,378 IPC,market,25,50,male,False,convicted,low,17.509630501085514,78.36848518478696,IPC,IPC 378,0,Friday,36-50
FIR/CHE/2015/1060,2015-01-18 23:52:00,2015,Chennai,Tamil Nadu,FRAUD/CHEATING,online fraud,420 IPC,school,2,30,male,False,closed,low,13.124171537488996,80.26341222116515,IPC,IPC 420,23,Sunday,26-35
1917/2020,2020-07-13 17:07:00,2020,Jaipur,Rajasthan,BURGLARY,night burglary,Sec. 457,school,19,36,male,False,acquitted,medium,27.05432291899492,75.72830863624772,IPC,IPC 457,17,Monday,36-50
FIR30342016,2016-01-02 11:19:00,2016,Kolkata,West Bengal,DOMESTIC VIOLENCE,dowry harassment,DV Act 2005,residence,5,68,unknown,False,pending trial,medium,22.55499752687966,88.36211685844415,DV,DV,11,Saturday,65+
FIR/MUM/2016/8055,2016-12-12 08:22:00,2016,Mumbai,Maharashtra,BURGLARY,night burglary,Sec. 457,street,26,48,female,False,closed,medium,19.10528990935152,72.956653761277,IPC,IPC 457,8,Monday,36-50
FIR/DEL/2022/1375,2022-04-11 15:41:00,2022,Delhi,Delhi,KIDNAPPING,child kidnapping,363 IPC,highway,25,53,male,False,pending trial,high,28.59387662101173,76.99348545518187,IPC,IPC 363,15,Monday,51-65
fir/del/2016/4138,2016-01-19 14:07:00,2016,Delhi,Delhi,CYBER CRIME,identity theft,IT ACT 66,street,15,36,male,False,closed,low,28.632901759845986,76.95758284396972,IT,IT 66,14,Tuesday,36-50
FIR/KOL/2016/4320,2016-01-04 21:06:00,2016,Kolkata,West Bengal,KIDNAPPING,child kidnapping,IPC-363,market,30,39,male,True,charge sheeted,high,22.697184738140724,88.45323647284206,IPC,IPC 363,21,Monday,36-50
FIR/BAN/2016/8445,2016-07-23 09:25:00,2016,Bangalore,Karnataka,VEHICLE THEFT,car theft,MVA Sec 185,office,29,53,female,False,convicted,low,13.068564219751757,77.62655060192523,MVA,MVA 185,9,Saturday,51-65
fir/pun/2017/3068,2017-07-11 20:12:00,2017,Pune,Maharashtra,ROBBERY,unarmed robbery,ipc 392,office,2,58,female,False,charge sheeted,high,18.57720169314229,73.7838817568489,IPC,IPC 392,20,Tuesday,51-65
fir/del/2016/6248,2016-04-18 14:44:00,2016,Delhi,Delhi,DACOITY,armed dacoity,IPC 395,railway station,44,57,male,True,closed,high,28.84893691339568,76.97928565884031,IPC,IPC 395,14,Monday,51-65
fir/mum/2022/5503,2022-05-11 02:57:00,2022,Mumbai,Maharashtra,ASSAULT,simple assault,Sec. 351,market,41,49,male,False,under investigation,medium,18.93309474853928,72.74537995984898,IPC,IPC 351,2,Wednesday,36-50
5877/2017,2017-04-23 13:48:00,2017,Jaipur,Rajasthan,ATTEMPT TO MURDER,stabbing,ipc 307,market,38,72,female,False,closed,high,26.882112869857693,75.8861407939682,IPC,IPC 307,13,Sunday,65+
FIR/HYD/2018/7100,2018-11-23 10:40:00,2018,Hyderabad,Telangana,BURGLARY,house breaking,ipc 457,office,11,72,female,False,charge sheeted,medium,17.295205568202455,78.54330074482606,IPC,IPC 457,10,Friday,65+
fir/mum/2019/8308,2019-11-28 10:13:00,2019,Mumbai,Maharashtra,ASSAULT,road rage,IPC 352,street,16,29,unknown,False,under investigation,medium,19.05699993410863,72.79127857110856,IPC,IPC 352,10,Thursday,26-35
FIR70492022,2022-10-22 04:29:00,2022,Bangalore,Karnataka,THEFT,mobile theft,378,school,24,6,unknown,False,under investigation,low,12.96248325237007,77.62936198424252,IPC,IPC 378,4,Saturday,Under 18
FIR/AHM/2023/8880,2023-04-29 12:42:00,2023,Ahmedabad,Gujarat,THEFT,shoplifting,Sec 378,railway station,48,56,male,False,under investigation,low,22.967747729299703,72.4432987222634,IPC,IPC 378,12,Saturday,51-65
2672/2015,2015-03-29 04:50:00,2015,Jaipur,Rajasthan,THEFT,shoplifting,Sec 378,market,4,43,female,True,charge sheeted,low,26.852352767435647,75.69836376524748,IPC,IPC 378,4,Sunday,36-50
FIR41442017,2017-08-22 05:29:00,2017,Delhi,Delhi,BURGLARY,night burglary,457 IPC,unknown,31,26,male,False,closed,medium,28.62918093629459,77.16203435401464,IPC,IPC 457,5,Tuesday,26-35
FIR/KOL/2017/6225,2017-12-30 17:01:00,2017,Kolkata,West Bengal,KIDNAPPING,child kidnapping,ipc 363,railway station,8,16,unknown,True,convicted,high,22.591857663104932,88.28915901986387,IPC,IPC 363,17,Saturday,Under 18
LUC-2016-4356,2016-04-26 04:15:00,2016,Lucknow,Uttar Pradesh,VEHICLE THEFT,car theft,379 IPC,highway,7,60,unknown,False,closed,low,26.861576741366346,80.81107139428866,IPC,IPC 379,4,Tuesday,51-65
HYD-2021-8981,2021-06-26 15:04:00,2021,Hyderabad,Telangana,DOMESTIC VIOLENCE,physical abuse,DV Act 2005,bank,24,46,male,False,pending trial,medium,17.287802567456044,78.41263087633016,DV,DV,15,Saturday,36-50
fir/jai/2016/8798,2016-01-01 00:00:00,2016,Jaipur,Rajasthan,BURGLARY,house breaking,IPC 457,office,25,52,male,True,charge sheeted,medium,27.037936099734964,75.6763881276832,IPC,IPC 457,0,Friday,51-65
FIR80392022,2022-06-14 01:17:00,2022,Lucknow,Uttar Pradesh,BURGLARY,shop breaking,Sec. 457,highway,47,15,male,False,under investigation,medium,26.93021432409186,80.85546645732467,IPC,IPC 457,1,Tuesday,Under 18
CHA-2022-6746,2022-07-30 12:13:00,2022,Chandigarh,Punjab,THEFT,shoplifting,IPC-378,market,18,43,female,True,pending trial,low,30.73517219677924,76.78135920838868,IPC,IPC 378,12,Saturday,36-50
KAN-2022-1431,2022-02-04 02:14:00,2022,Kanpur,Uttar Pradesh,MURDER,culpable homicide,IPC-302,market,8,67,male,True,pending trial,high,26.347800717769378,80.18672488925401,IPC,IPC 302,2,Friday,65+
FIR52192015,2015-01-07 00:00:00,2015,Ahmedabad,Gujarat,ASSAULT,simple assault,IPC 351,railway station,25,46,female,False,charge sheeted,medium,23.048844714067684,72.68088351616967,IPC,IPC 351,0,Wednesday,36-50
fir/che/2022/1788,2022-12-19 02:58:00,2022,Chennai,Tamil Nadu,DOMESTIC VIOLENCE,physical abuse,ipc 498a,street,32,79,unknown,False,acquitted,medium,13.098953789287467,80.29815578947193,IPC,IPC 498,2,Monday,65+
FIR/MUM/2019/4235,2019-12-08 00:00:00,2019,Mumbai,Maharashtra,DRUG OFFENSE,possession,Sec 20 NDPS,bank,39,65,female,True,acquitted,low,19.164616852696994,73.01253901916185,NDPS,NDPS 20,0,Sunday,51-65
1237/2023,2023-11-10 19:22:00,2023,Delhi,Delhi,THEFT,shoplifting,ipc 378,railway station,37,39,male,False,pending trial,low,28.632524912522676,77.24096190899022,IPC,IPC 378,19,Friday,36-50
DEL-2018-6041,2018-06-08 07:37:00,2018,Delhi,Delhi,ASSAULT,simple assault,ipc 351,residence,1,64,unknown,False,acquitted,medium,28.714332762330404,77.22057722548183,IPC,IPC 351,7,Friday,51-65
FIR/KOL/2017/5590,2017-01-01 00:00:00,2017,Kolkata,West Bengal,ROBBERY,armed robbery,IPC 392,highway,22,28,female,False,charge sheeted,high,22.721876666485823,88.27361966707616,IPC,IPC 392,0,Sunday,26-35
FIR50242018,2018-02-02 10:11:00,2018,Mumbai,Maharashtra,ASSAULT,road rage,351 IPC,school,42,9,female,False,under investigation,medium,19.2144146104701,72.94612420441,IPC,IPC 351,10,Friday,Under 18
