fir_number,date_reported,year,city,state,primary_crime_type,description,ipc_section,location_type,beat_zone,victim_age,victim_gender,arrest_made,case_status,severity,latitude,longitude
FIR/KOL/2019/7915,16-10-2019,2019,Kolkata,West Bengal,THEFT,MOBILE THEFT,378,ATM,44.0,41.0,m,Yes,Charge Sheeted,Low,,
FIR73592022,23/03/2022 06:45:00,2022,Bangalore,Karnataka,THEFT,SHOPLIFTING,Sec 378,SCHOOL,29.0,67.0,MALE,,CONVICTED,Low,,
8242/2017,04/08/2017 11:24:00,2017,Bangalore,Karnataka,VEHICLE THEFT,Two Wheeler,IPC 379,SCHOOL,44.0,30.0,male,,CHARGE SHEETED,Low,13.06335301877621,77.45539725929154
AHM-2022-7821,24/02/22 08:38,2022,Ahmedabad,Gujarat,THEFT,Shoplifting,IPC-378,RAILWAY STATION,1.0,41.0,f,,charge sheeted,Low,23.087354197487073,72.57589783128608
FIR/PAT/2021/5935,17/06/2021 07:59:00,2021,Patna,Bihar,BURGLARY,HOUSE BREAKING,Sec. 457,ATM,15.0,36.0,Male,N,Charge Sheeted,Medium,25.49267991581165,85.05061709490356
4297/2023,2023-06-10 19:20:00,2023,Kolkata,West Bengal,RAPE/SEXUAL ASSAULT,Rape,376 IPC,BANK,49.0,26.0,Unknown,YES,under investigation,High,22.681917446134644,88.41117488720984
DEL-2020-8311,08/11/2020 17:57:00,2020,Delhi,Delhi,ATTEMPT TO MURDER,stabbing,ipc 307,Market,21.0,55.0,Female,Yes,Pending Trial,high,28.642040044461513,77.06479434045254
5402/2023,05/13/2023 02:42:00,2023,Bangalore,Karnataka,RAPE/SEXUAL ASSAULT,SEXUAL ASSAULT,ipc 376,School,6.0,77.0,UNKNOWN,,closed,High,13.111278866986535,77.4621197373795
DEL-2020-8611,18-06-2020,2020,Delhi,Delhi,THEFT,Mobile Theft,IPC 378,Bank,6.0,5.0,Male,yes,Charge Sheeted,Low,28.82705700030134,76.96383335384367
1692/2021,24 December 2021 10:02 AM,2021,Pune,Maharashtra,BURGLARY,House Breaking,IPC 457,BANK,1.0,61.0,FEMALE,n,closed,Medium,18.489802947198573,73.87199081504623
FIR14742023,08/24/2023 20:55:00,2023,Bangalore,Karnataka,THEFT,SHOPLIFTING,ipc 378,ATM,12.0,57.0,,Y,CONVICTED,Low,12.82970343389134,77.74395051441012
fir/del/2021/7603,13-11-2021,2021,Delhi,Delhi,RIOTING,COMMUNAL RIOT,147 IPC,RESIDENCE,15.0,15.0,Female,,charge sheeted,Medium,28.758254674555577,76.96923857706638
FIR72192018,05-10-2018,2018,Kochi,Kerala,ASSAULT,simple assault,ipc 351,SCHOOL,8.0,62.0,Female,yes,Under Investigation,Medium,9.848788087878644,76.19186216421473
FIR/BAN/2018/6145,2018-06-14 13:02:00,2018,Bangalore,Karnataka,DACOITY,Gang Robbery,Sec 395,Street,19.0,38.0,UNKNOWN,Yes,CHARGE SHEETED,High,13.04290141348047,77.5676997100512
fir/kol/2020/5168,01/11/2020 03:12:00,2020,Kolkata,West Bengal,RAPE/SEXUAL ASSAULT,RAPE,IPC 376,Residence,19.0,64.0,,Yes,charge sheeted,High,22.6681131468909,88.38375727831787
5382/2019,1548211140,2019,Nagpur,Maharashtra,THEFT,SHOPLIFTING,378 IPC,OFFICE,31.0,40.0,female,,Pending Trial,Low,21.182110398933588,78.98762824217
KAN-2018-2971,09-05-2018,2018,Kanpur,Uttar Pradesh,OTHER IPC OFFENSE,Public Nuisance,IPC 107,Market,8.0,62.0,Male,No,Convicted,Low,,
4272/2018,03/05/2018 18:45:00,2018,Nagpur,Maharashtra,ROBBERY,Armed Robbery,ipc 392,School,28.0,14.0,,,under investigation,HIGH,21.13381675744926,79.0458947490643
FIR65342020,1607058180,2020,Mumbai,Maharashtra,THEFT,CHAIN SNATCHING,Sec 378,MARKET,42.0,60.0,M,,Acquitted,Low,18.986477983519915,72.79520915771295
fir/del/2015/1163,27-07-2015,2015,Delhi,Delhi,DOMESTIC VIOLENCE,Dowry Harassment,498-A IPC,RESIDENCE,48.0,34.0,MALE,,,MEDIUM,,
FIR68742017,04/04/2017 08:11:00,2017,Chennai,Tamil Nadu,DRUG OFFENSE,Trafficking,NDPS Act,School,38.0,37.0,Male,yes,Under Investigation,LOW,13.104025619780742,80.3286637757345
fir/sur/2015/4088,19/08/2015 02:34:00,2015,Surat,Gujarat,THEFT,Mobile Theft,Sec 378,Bank,49.0,72.0,female,,Pending Trial,Low,21.145895847209186,72.76324264449188
DEL-2017-4581,22/10/17 05:02,2017,Delhi,Delhi,ROBBERY,armed robbery,ipc 392,School,37.0,18.0,,TRUE,CONVICTED,HIGH,,
FIR91792023,28-04-2023,2023,Patna,Bihar,ASSAULT,simple assault,351 IPC,Residence,34.0,11.0,Male,No,Pending Trial,Medium,25.500017067843185,85.0921848223489
fir/del/2019/1513,2019-06-30 21:53:00,2019,Delhi,Delhi,THEFT,SHOPLIFTING,IPC-378,,2.0,42.0,f,No,closed,Low,28.77161885318786,77.1943620242836
KAN-2023-4996,22 March 2023 10:13 PM,2023,Kanpur,Uttar Pradesh,THEFT,Mobile Theft,378,STREET,34.0,58.0,,False,Convicted,Low,26.453411982044045,80.21522689548455
fir/jai/2017/9478,1490250360,2017,Jaipur,Rajasthan,ATTEMPT TO MURDER,Shooting,ipc 307,,27.0,40.0,Male,,,high,26.81701341742376,75.73305622100794
fir/mum/2017/1198,1489371420,2017,Mumbai,Maharashtra,THEFT,SHOPLIFTING,IPC 378,School,26.0,13.0,Male,,UNDER INVESTIGATION,Low,19.138142592341698,72.90181692381063
MUM-2017-6196,23 October 2017 05:39 PM,2017,Mumbai,Maharashtra,ROBBERY,Armed Robbery,IPC-392,OFFICE,12.0,63.0,f,No,Acquitted,HIGH,18.93810574629667,72.78633298662294
8352/2016,25/10/2016 02:26:00,2016,Pune,Maharashtra,DRUG OFFENSE,Peddling,Sec 20 NDPS,ATM,41.0,67.0,m,,,LOW,18.639852771124236,73.83993389898734
FIR/KOL/2023/8625,2023-01-05 07:10:00,2023,Kolkata,West Bengal,KIDNAPPING,ABDUCTION FOR RANSOM,Sec 363,BANK,9.0,62.0,Female,,Under Investigation,High,22.556999798243982,88.3531828595957
fir/hyd/2020/2788,15 May 2020 05:13 AM,2020,Hyderabad,Telangana,DOMESTIC VIOLENCE,PHYSICAL ABUSE,ipc 498a,Bank,18.0,76.0,m,TRUE,,MEDIUM,17.282996125643393,78.6015615849512
1212/2023,21 September 2023 05:40 AM,2023,Jaipur,Rajasthan,VEHICLE THEFT,Two Wheeler,IPC 379,Residence,11.0,20.0,Female,True,closed,Low,27.051506315983232,75.64253161938694
fir/pun/2016/5248,22/07/2016 00:53:00,2016,Pune,Maharashtra,ROBBERY,ARMED ROBBERY,392 IPC,RESIDENCE,6.0,,Female,No,Under Investigation,HIGH,18.517357808625274,73.83798321289464
fir/jai/2015/9773,01/08/15 16:13,2015,Jaipur,Rajasthan,ASSAULT,ROAD RAGE,ipc 351,HIGHWAY,7.0,67.0,FEMALE,NO,Closed,Medium,26.83761502078463,75.88570338266912
FIR/DEL/2016/3225,2016-07-17 01:55:00,2016,Delhi,Delhi,DRUG OFFENSE,Trafficking,Sec 20 NDPS,BANK,35.0,47.0,Female,N,Charge Sheeted,LOW,28.74406188773093,77.02625973657474
KAN-2016-3606,1462712580,2016,Kanpur,Uttar Pradesh,DOMESTIC VIOLENCE,PHYSICAL ABUSE,498-A IPC,Residence,45.0,11.0,Female,no,Charge Sheeted,MEDIUM,26.591961033358505,80.21976728561694
fir/mum/2021/3023,06/10/2021 03:08:00,2021,Mumbai,Maharashtra,BURGLARY,house breaking,457 IPC,Street,17.0,51.0,male,,Pending Trial,Medium,19.087359906963155,72.96845872031167
fir/hyd/2023/6318,1689671640,2023,Hyderabad,Telangana,VEHICLE THEFT,two wheeler,ipc 379,street,42.0,35.0,Male,NO,Acquitted,Low,17.426312105458624,78.4531152693553
FIR89842018,16/10/2018 08:09:00,2018,Chennai,Tamil Nadu,OTHER IPC OFFENSE,Public Nuisance,IPC 151,OFFICE,25.0,,m,No,Closed,Low,13.118751985226467,80.18879826777753
FIR81642016,01 July 2016 09:18 PM,2016,Chennai,Tamil Nadu,FRAUD/CHEATING,INVESTMENT SCAM,420 IPC,Office,14.0,,,No,Under Investigation,Low,13.09534745474729,80.14236416591515
FIR/PUN/2020/7325,28/02/20 08:22,2020,Pune,Maharashtra,ROBBERY,Armed Robbery,IPC 392,street,,43.0,f,y,Acquitted,HIGH,18.43448271554847,73.75810930169703
PUN-2023-9791,31/07/2023 06:32:00,2023,Pune,Maharashtra,RAPE/SEXUAL ASSAULT,Sexual Assault,IPC 376,School,5.0,40.0,Unknown,n,Under Investigation,High,18.601874466754435,73.75196090207291
LUC-2015-6101,08/05/15 04:39,2015,Lucknow,Uttar Pradesh,CYBER CRIME,Hacking,it act 66,MARKET,44.0,71.0,Male,,PENDING TRIAL,low,26.981615580547544,81.0796103608241
FIR46342018,09/25/2018 01:06:00,2018,Bangalore,Karnataka,KIDNAPPING,Child Kidnapping,IPC-363,,43.0,61.0,Male,no,PENDING TRIAL,High,12.892261365596685,77.67302184737731
fir/bhu/2016/6748,10 March 2016 03:51 AM,2016,Bhubaneswar,Odisha,ROBBERY,Bank Robbery,392 IPC,,45.0,19.0,f,,under investigation,HIGH,,
FIR57442023,06/12/2023 18:49:00,2023,Bangalore,Karnataka,DOMESTIC VIOLENCE,physical abuse,Sec 498A,ATM,39.0,11.0,male,TRUE,under investigation,MEDIUM,13.004678535321759,77.67134602622943
FIR/NAG/2019/3095,05/06/2019 20:21:00,2019,Nagpur,Maharashtra,DACOITY,Armed Dacoity,IPC 395,Office,46.0,,M,FALSE,CONVICTED,High,21.042538122650857,79.14130582666132
7747/2020,04-01-2020,2020,Kolkata,West Bengal,RAPE/SEXUAL ASSAULT,SEXUAL ASSAULT,IPC 376,SCHOOL,36.0,73.0,Female,N,CLOSED,High,22.6470948283339,88.30902973759204
fir/mum/2019/3858,03/08/2019 10:14:00,2019,Mumbai,Maharashtra,VEHICLE THEFT,two wheeler,ipc 379,Bank,11.0,59.0,FEMALE,False,,Low,19.21077009444254,72.80119859682135
AHM-2018-4281,2018-08-30 09:31:00,2018,Ahmedabad,Gujarat,DRUG OFFENSE,TRAFFICKING,Sec 20 NDPS,School,10.0,45.0,M,no,CLOSED,LOW,23.16617195473501,72.4839304707057
FIR11342017,1500685920,2017,Kanpur,Uttar Pradesh,THEFT,PICKPOCKETING,IPC 378,School,7.0,49.0,male,,Convicted,Low,26.53696819674052,80.33690885959804
FIR79942018,06/03/2018 05:08:00,2018,Kochi,Kerala,DOMESTIC VIOLENCE,DOWRY HARASSMENT,498-A IPC,RESIDENCE,17.0,54.0,Female,No,closed,MEDIUM,10.073314290748472,76.39918023186826
8502/2021,1611791460,2021,Kolkata,West Bengal,BURGLARY,HOUSE BREAKING,457 IPC,SCHOOL,33.0,66.0,UNKNOWN,N,under investigation,Medium,22.70244401046458,88.4320320299325
fir/hyd/2019/1998,1574238600,2019,Hyderabad,Telangana,THEFT,MOBILE THEFT,IPC-378,street,39.0,37.0,m,,,Low,17.29991313169274,78.49911998952619
FIR54942015,1443096180,2015,Chennai,Tamil Nadu,THEFT,Shoplifting,378,RAILWAY STATION,43.0,5.0,Female,n,Charge Sheeted,Low,12.97702906062101,80.2693210496899
6702/2016,1456571280,2016,Lucknow,Uttar Pradesh,ROBBERY,Armed Robbery,IPC-392,ATM,24.0,41.0,F,no,PENDING TRIAL,HIGH,26.891774763466962,80.8430544296325
9457/2018,2018-01-10 15:56:00,2018,Hyderabad,Telangana,VEHICLE THEFT,Two Wheeler,379 IPC,OFFICE,44.0,29.0,M,NO,Pending Trial,Low,17.530403247424015,78.39817961780511
FIR30992018,14-02-2018,2018,Bhubaneswar,Odisha,EXTORTION,Online Extortion,Sec 383,School,34.0,59.0,m,n,PENDING TRIAL,medium,20.36144146897373,85.85994254270877
fir/mum/2019/4543,21/01/2019 05:39:00,2019,Mumbai,Maharashtra,RAPE/SEXUAL ASSAULT,Rape,POCSO Act,RESIDENCE,17.0,55.0,m,,CLOSED,High,999.0,0.0
2422/2015,1427738220,2015,Mumbai,Maharashtra,CYBER CRIME,Phishing,Sec 66 IT Act,Railway Station,33.0,63.0,F,NO,PENDING TRIAL,low,19.203557910147932,72.84211777623877
FIR30242023,15/09/2023 04:50:00,2023,Chennai,Tamil Nadu,THEFT,SHOPLIFTING,IPC-378,School,41.0,,UNKNOWN,n,Under Investigation,Low,12.974632201129577,80.36924232811035
8732/2019,08 December 2019 06:22 AM,2019,Bangalore,Karnataka,BURGLARY,Shop Breaking,Sec. 457,street,37.0,37.0,male,N,Acquitted,Medium,13.119938105357992,77.572771732793
fir/kan/2015/4678,1422116340,2015,Kanpur,Uttar Pradesh,DOMESTIC VIOLENCE,Mental Cruelty,Sec 498A,SCHOOL,13.0,31.0,male,No,PENDING TRIAL,MEDIUM,26.30773369820608,80.43244741666341
9242/2016,04/13/2016 00:43:00,2016,Mumbai,Maharashtra,FRAUD/CHEATING,online fraud,IPC-420,Railway Station,21.0,23.0,Female,,CHARGE SHEETED,Low,19.209939297063702,72.75666874676139
fir/del/2023/6673,2023-11-19 08:55:00,2023,Delhi,Delhi,DRUG OFFENSE,TRAFFICKING,ndps act,ATM,39.0,11.0,female,No,CONVICTED,LOW,28.6956188442089,77.0027168906523
3542/2020,1582772820,2020,Surat,Gujarat,DACOITY,Gang Robbery,ipc 395,BANK,28.0,38.0,F,YES,CLOSED,High,21.18222295434375,72.68213869866753
fir/del/2021/1773,28/12/21 10:24,2021,Delhi,Delhi,HUMAN TRAFFICKING,Sex Trafficking,ipc 370,SCHOOL,40.0,15.0,M,False,Under Investigation,High,,
5177/2022,2022-10-31 08:22:00,2022,Delhi,Delhi,FRAUD/CHEATING,BANK FRAUD,420 IPC,Residence,9.0,74.0,M,Y,closed,Low,28.710133307000536,77.02864919429176
2872/2015,27/10/2015 12:23:00,2015,Pune,Maharashtra,DRUG OFFENSE,Trafficking,ndps act,street,16.0,78.0,Male,N,CONVICTED,LOW,18.592897725054826,74.00079737007484
fir/cha/2021/4283,26-08-2021,2021,Chandigarh,Punjab,ASSAULT,GRIEVOUS HURT,IPC 352,Railway Station,25.0,70.0,Male,Y,Convicted,Medium,30.833449142866076,76.66114687842763
6532/2017,20 July 2017 03:11 AM,2017,Delhi,Delhi,VEHICLE THEFT,two wheeler,379 IPC,SCHOOL,41.0,79.0,Male,,,Low,28.69375542279155,77.107944634116
FIR56142016,1474400040,2016,Bangalore,Karnataka,EXTORTION,Online Extortion,IPC 383,Street,1.0,58.0,Unknown,no,CHARGE SHEETED,medium,12.828079096334617,77.64468310547137
PAT-2018-4131,29-08-2018,2018,Patna,Bihar,DOMESTIC VIOLENCE,Dowry Harassment,IPC 498A,ATM,25.0,42.0,Male,FALSE,Charge Sheeted,MEDIUM,25.723182131876005,85.08396514533801
fir/kan/2016/3988,13 December 2016 07:49 PM,2016,Kanpur,Uttar Pradesh,EXTORTION,THREATENING,ipc 383,Market,42.0,17.0,female,True,closed,medium,,
CHE-2016-8076,25 September 2016 11:27 PM,2016,Chennai,Tamil Nadu,ROBBERY,ARMED ROBBERY,392 IPC,Railway Station,18.0,61.0,Female,,UNDER INVESTIGATION,HIGH,13.01013440687202,80.13610549982093
FIR/LUC/2022/6090,01/30/2022 05:31:00,2022,Lucknow,Uttar Pradesh,DOMESTIC VIOLENCE,Mental Cruelty,IPC 498A,Highway,28.0,44.0,M,n,PENDING TRIAL,MEDIUM,26.76992264971549,80.89140342574673
FIR/JAI/2015/1585,2015-03-18 08:11:00,2015,Jaipur,Rajasthan,BURGLARY,Shop Breaking,457 IPC,STREET,42.0,70.0,f,True,Under Investigation,Medium,27.043054874438745,75.69417915944591
7027/2015,28-06-2015,2015,Delhi,Delhi,FRAUD/CHEATING,Investment Scam,Sec 420,Highway,43.0,63.0,male,NO,UNDER INVESTIGATION,Low,28.70644654116807,77.00087580674037
fir/ban/2022/9318,1659535560,2022,Bangalore,Karnataka,ASSAULT,Road Rage,IPC 351,BANK,,14.0,Male,no,UNDER INVESTIGATION,Medium,13.068847068236542,77.70007041906352
BAN-2022-7226,04/22/2022 15:28:00,2022,Bangalore,Karnataka,DOMESTIC VIOLENCE,Dowry Harassment,498-A IPC,STREET,39.0,35.0,MALE,,under investigation,MEDIUM,12.827800407096266,77.69793469089535
fir/ban/2015/5533,13/08/15 04:41,2015,Bangalore,Karnataka,THEFT,shoplifting,Sec 378,street,2.0,31.0,Male,N,charge sheeted,Low,12.925691560288636,77.64650928315113
fir/luc/2017/5638,1485119520,2017,Lucknow,Uttar Pradesh,ASSAULT,ROAD RAGE,351 IPC,Office,29.0,49.0,Male,n,Acquitted,Medium,26.71344223748504,80.91556313363887
9827/2018,27-10-2018,2018,Hyderabad,Telangana,ASSAULT,simple assault,351 IPC,OFFICE,22.0,47.0,Female,no,Convicted,Medium,17.417127644942248,78.58810835139415
fir/bhu/2021/2638,1617111780,2021,Bhubaneswar,Odisha,RIOTING,Political Violence,IPC 148,OFFICE,43.0,59.0,UNKNOWN,,,Medium,20.35650376850036,85.82718529157371
FIR/KAN/2021/3715,03-05-2021,2021,Kanpur,Uttar Pradesh,KIDNAPPING,CHILD KIDNAPPING,Sec 363,School,6.0,7.0,female,No,Charge Sheeted,High,26.56416969084338,80.22364019675656
2297/2018,2018-12-09 10:53:00,2018,Hyderabad,Telangana,MURDER,Premeditated,ipc 302,Residence,23.0,40.0,Male,N,Convicted,High,17.351536244135936,78.57505882292568
FIR/HYD/2017/2800,01/11/2017 02:52:00,2017,Hyderabad,Telangana,DACOITY,ARMED DACOITY,ipc 395,Highway,4.0,52.0,m,False,PENDING TRIAL,High,17.420868258812465,78.4279467847433
FIR/MUM/2017/8545,2017-12-22 03:47:00,2017,Mumbai,Maharashtra,KIDNAPPING,ABDUCTION FOR RANSOM,IPC-363,Market,24.0,31.0,male,FALSE,Charge Sheeted,High,19.150988683436072,72.83276108665346
FIR/NAG/2018/5505,2018-10-15 12:57:00,2018,Nagpur,Maharashtra,CYBER CRIME,HACKING,Sec 66 IT Act,Railway Station,18.0,55.0,Male,yes,CLOSED,low,21.291781005268756,78.97730029729105
1797/2016,22/05/16 23:58,2016,Ahmedabad,Gujarat,THEFT,MOBILE THEFT,ipc 378,Market,28.0,54.0,Female,,Closed,Low,,
FIR/AHM/2022/4025,2022-10-12 17:34:00,2022,Ahmedabad,Gujarat,DACOITY,Armed Dacoity,Sec 395,HIGHWAY,7.0,12.0,FEMALE,,,High,23.10428589615373,72.7012796059853
FIR57992021,10/07/2021 23:26:00,2021,Bangalore,Karnataka,ASSAULT,Grievous Hurt,IPC 352,,25.0,75.0,,YES,CLOSED,Medium,12.925748491845951,77.44683342553435
JAI-2020-8766,1603070340,2020,Jaipur,Rajasthan,CYBER CRIME,Phishing,IT ACT 66,STREET,26.0,61.0,Male,False,Under Investigation,low,,
fir/hyd/2021/2398,1626446460,2021,Hyderabad,Telangana,THEFT,PICKPOCKETING,378 IPC,Market,,50.0,M,,Convicted,Low,17.509630501085514,78.36848518478696
FIR10142023,1675614840,2023,Bangalore,Karnataka,DOMESTIC VIOLENCE,Dowry Harassment,Sec 498A,Bank,5.0,,,,Under Investigation,MEDIUM,12.945125251072197,77.60327094603889
FIR/CHA/2017/4130,07/29/2017 02:18:00,2017,Chandigarh,Punjab,ATTEMPT TO MURDER,Stabbing,ipc 307,SCHOOL,17.0,48.0,Male,,PENDING TRIAL,high,,
FIR/CHE/2015/1060,18 January 2015 11:52 PM,2015,Chennai,Tamil Nadu,FRAUD/CHEATING,Online Fraud,420 IPC,School,2.0,30.0,Male,No,Closed,Low,13.124171537488996,80.26341222116515
1917/2020,13/07/20 17:07,2020,Jaipur,Rajasthan,BURGLARY,Night Burglary,Sec. 457,School,19.0,36.0,Male,,Acquitted,Medium,27.054322918994917,75.72830863624772
FIR/JAI/2015/8695,01/07/2015 08:26:00,2015,Jaipur,Rajasthan,ASSAULT,Simple Assault,Sec. 351,Market,43.0,,MALE,Yes,CONVICTED,Medium,27.049404559545383,75.72474204935624
FIR30342016,02/01/2016 11:19:00,2016,Kolkata,West Bengal,DOMESTIC VIOLENCE,Dowry Harassment,DV Act 2005,RESIDENCE,5.0,68.0,UNKNOWN,no,Pending Trial,MEDIUM,22.55499752687966,88.36211685844415
FIR64942017,1509275100,2017,Bhubaneswar,Odisha,THEFT,Chain Snatching,IPC-378,ATM,36.0,43.0,,Yes,closed,Low,,
FIR/MUM/2015/7650,03/12/2015 21:27:00,2015,Mumbai,Maharashtra,THEFT,PICKPOCKETING,ipc 378,SCHOOL,32.0,5.0,Male,N,Pending Trial,Low,,
FIR/MUM/2016/8055,12/12/2016 08:22:00,2016,Mumbai,Maharashtra,BURGLARY,Night Burglary,Sec. 457,street,26.0,48.0,female,,CLOSED,Medium,19.105289909351516,72.956653761277
FIR/DEL/2022/1375,11/04/2022 15:41:00,2022,Delhi,Delhi,KIDNAPPING,CHILD KIDNAPPING,363 IPC,HIGHWAY,25.0,53.0,Male,No,Pending Trial,High,28.593876621011734,76.99348545518187
fir/del/2016/4138,01/19/2016 14:07:00,2016,Delhi,Delhi,CYBER CRIME,IDENTITY THEFT,IT ACT 66,street,15.0,36.0,male,NO,Closed,low,28.632901759845982,76.95758284396972
FIR/KOL/2016/4320,04/01/2016 21:06:00,2016,Kolkata,West Bengal,KIDNAPPING,Child Kidnapping,IPC-363,Market,30.0,39.0,MALE,YES,charge sheeted,High,22.697184738140724,88.45323647284206
FIR/BAN/2016/8445,23/07/16 09:25,2016,Bangalore,Karnataka,VEHICLE THEFT,Car Theft,MVA Sec 185,OFFICE,29.0,53.0,FEMALE,FALSE,Convicted,Low,13.068564219751757,77.62655060192523
4882/2022,08/03/2022 18:52:00,2022,Chandigarh,Punjab,ROBBERY,Armed Robbery,392 IPC,HIGHWAY,38.0,150.0,UNKNOWN,no,,HIGH,30.698996176071148,76.81515328090467
fir/pun/2017/3068,11 July 2017 08:12 PM,2017,Pune,Maharashtra,ROBBERY,Unarmed Robbery,ipc 392,OFFICE,2.0,58.0,female,no,Charge Sheeted,HIGH,18.57720169314229,73.7838817568489
fir/del/2016/6248,18/04/2016 14:44:00,2016,Delhi,Delhi,DACOITY,Armed Dacoity,IPC 395,RAILWAY STATION,44.0,57.0,Male,y,CLOSED,High,28.84893691339568,76.97928565884031
fir/mum/2022/5503,11/05/2022 02:57:00,2022,Mumbai,Maharashtra,ASSAULT,Simple Assault,Sec. 351,MARKET,41.0,49.0,MALE,N,under investigation,Medium,18.93309474853928,72.74537995984898
5877/2017,23/04/17 13:48,2017,Jaipur,Rajasthan,ATTEMPT TO MURDER,STABBING,ipc 307,MARKET,38.0,72.0,Female,No,closed,high,26.882112869857693,75.8861407939682
PUN-2018-5561,2018-04-15 05:53:00,2018,Pune,Maharashtra,BURGLARY,House Breaking,IPC 457,Bank,7.0,38.0,Male,y,PENDING TRIAL,Medium,,
FIR/HYD/2018/7100,23 November 2018 10:40 AM,2018,Hyderabad,Telangana,BURGLARY,house breaking,ipc 457,Office,11.0,72.0,Female,NO,,Medium,17.295205568202455,78.54330074482606
fir/mum/2019/8308,28 November 2019 10:13 AM,2019,Mumbai,Maharashtra,ASSAULT,Road Rage,IPC 352,street,16.0,29.0,Unknown,,Under Investigation,Medium,19.05699993410863,72.79127857110856
FIR70492022,2022-10-22 04:29:00,2022,Bangalore,Karnataka,THEFT,MOBILE THEFT,378,School,24.0,6.0,,NO,under investigation,Low,12.96248325237007,77.62936198424252
DEL-2023-9726,1697924760,2023,Delhi,Delhi,ASSAULT,GRIEVOUS HURT,Sec. 351,Market,20.0,,Female,,charge sheeted,Medium,28.759558037968272,77.01265892631181
FIR/AHM/2023/8880,29/04/2023 12:42:00,2023,Ahmedabad,Gujarat,THEFT,Shoplifting,Sec 378,RAILWAY STATION,48.0,56.0,male,no,under investigation,Low,22.967747729299703,72.4432987222634
2672/2015,29/03/2015 04:50:00,2015,Jaipur,Rajasthan,THEFT,shoplifting,Sec 378,Market,4.0,43.0,Female,TRUE,CHARGE SHEETED,Low,26.852352767435647,75.69836376524748
FIR41442017,22/08/2017 05:29:00,2017,Delhi,Delhi,BURGLARY,Night Burglary,457 IPC,,31.0,26.0,M,N,closed,Medium,28.62918093629459,77.16203435401464
FIR/KOL/2017/6225,2017-12-30 17:01:00,2017,Kolkata,West Bengal,KIDNAPPING,Child Kidnapping,ipc 363,Railway Station,8.0,16.0,,YES,Convicted,High,22.591857663104935,88.28915901986387
fir/hyd/2020/1553,2020-09-13 18:33:00,2020,Hyderabad,Telangana,ASSAULT,simple assault,Sec. 351,Railway Station,15.0,79.0,MALE,,charge sheeted,Medium,,
LUC-2016-4356,26 April 2016 04:15 AM,2016,Lucknow,Uttar Pradesh,VEHICLE THEFT,CAR THEFT,379 IPC,HIGHWAY,7.0,60.0,Unknown,No,closed,Low,26.861576741366346,80.81107139428866
HYD-2021-8981,26/06/21 15:04,2021,Hyderabad,Telangana,DOMESTIC VIOLENCE,physical abuse,DV Act 2005,BANK,24.0,46.0,Male,n,Pending Trial,MEDIUM,17.287802567456044,78.41263087633016
fir/jai/2016/8798,1481050560,2016,Jaipur,Rajasthan,BURGLARY,House Breaking,IPC 457,OFFICE,25.0,52.0,Male,TRUE,Charge Sheeted,Medium,27.037936099734964,75.6763881276832
FIR80392022,14/06/2022 01:17:00,2022,Lucknow,Uttar Pradesh,BURGLARY,Shop Breaking,Sec. 457,HIGHWAY,47.0,15.0,male,NO,Under Investigation,Medium,26.93021432409186,80.85546645732467
CHA-2022-6746,07/30/2022 12:13:00,2022,Chandigarh,Punjab,THEFT,shoplifting,IPC-378,Market,18.0,43.0,female,YES,PENDING TRIAL,Low,30.735172196779242,76.78135920838868
8187/2017,20-06-2017,2017,Surat,Gujarat,THEFT,MOBILE THEFT,ipc 378,,,,male,NO,closed,Low,21.12774942735598,72.96756807854089
KAN-2022-1431,04/02/2022 02:14:00,2022,Kanpur,Uttar Pradesh,MURDER,CULPABLE HOMICIDE,IPC-302,Market,8.0,67.0,Male,Y,PENDING TRIAL,High,26.347800717769378,80.18672488925401
FIR52192015,07-01-2015,2015,Ahmedabad,Gujarat,ASSAULT,simple assault,IPC 351,RAILWAY STATION,,46.0,F,n,,Medium,23.048844714067684,72.68088351616967
FIR70742018,07/28/2018 22:40:00,2018,Kochi,Kerala,BURGLARY,House Breaking,IPC 457,SCHOOL,31.0,21.0,,,Closed,Medium,,
9762/2022,10/01/2022 20:23:00,2022,Patna,Bihar,DOMESTIC VIOLENCE,physical abuse,IPC 498A,Office,5.0,64.0,Male,False,,MEDIUM,,
fir/che/2022/1788,19 December 2022 02:58 AM,2022,Chennai,Tamil Nadu,DOMESTIC VIOLENCE,PHYSICAL ABUSE,ipc 498a,street,32.0,79.0,Unknown,No,Acquitted,MEDIUM,13.098953789287467,80.29815578947193
FIR/MUM/2019/4235,08-12-2019,2019,Mumbai,Maharashtra,DRUG OFFENSE,possession,Sec 20 NDPS,Bank,39.0,65.0,female,Yes,Acquitted,LOW,19.164616852696994,73.01253901916185
1237/2023,10/11/23 19:22,2023,Delhi,Delhi,THEFT,shoplifting,ipc 378,Railway Station,37.0,39.0,Male,,PENDING TRIAL,Low,28.632524912522673,77.24096190899022
DEL-2018-6041,2018-06-08 07:37:00,2018,Delhi,Delhi,ASSAULT,SIMPLE ASSAULT,ipc 351,RESIDENCE,1.0,64.0,,,Acquitted,Medium,28.714332762330404,77.22057722548183
FIR/KOL/2017/5590,1506675420,2017,Kolkata,West Bengal,ROBBERY,Armed Robbery,IPC 392,HIGHWAY,22.0,28.0,female,NO,Charge Sheeted,HIGH,22.721876666485826,88.27361966707616
